document_id,title,url,found_by_keyword,first_seen
333728947,Highway and Traffic Engineering Course,https://www.scribd.com/document/333728947/CE312-Highway-and-Traffic-Engineering,methods transport engineering,2026-09-19 06:57:26
341672053,Basic Civil Engineering Course Overview,https://www.scribd.com/document/341672053/Basic-Civil-Engineering,methods transport engineering,2026-09-19 06:57:26
353046982,MSc in Civil Engineering for Risk Mitigation,https://www.scribd.com/document/353046982/Civil-Engineering-Risk-Mitigation,methods transport engineering,2026-09-19 06:57:26
360138019,Aeronautical Engineering Exam Syllabus,https://www.scribd.com/document/360138019/Board-of-Aeronautical-Engineering-SB-1,methods transport engineering,2026-09-19 06:57:26
370559979,Key Questions for Transportation Engineering Exam,https://www.scribd.com/document/370559979/Transportation-Engineering-I,methods transport engineering,2026-09-19 06:57:26
371726421,Vehicle Body Engineering Course Overview,https://www.scribd.com/document/371726421/AU307-Vehicle-Body-Engineering,methods transport engineering,2026-09-19 06:57:26
374585424,Vehicle Body Engineering Fundamentals,https://www.scribd.com/document/374585424/Vehicle-Body-Engineering,methods transport engineering,2026-09-19 06:57:26
375077502,Highway and Railway Engineering Syllabus,https://www.scribd.com/document/375077502/Ce208-Highway-and-Railway-Engineering,methods transport engineering,2026-09-19 06:57:26
375092562,Probability in Engineering Design,https://www.scribd.com/document/375092562/Synopsis-MKAQ,methods transport engineering,2026-09-19 06:57:26
375880390,Highway and Traffic Engineering Overview,https://www.scribd.com/document/375880390/CE-5004-Highway-and-Traffic-Engineering,methods transport engineering,2026-09-19 06:57:26
377785677,Railway Engineering Course Outline,https://www.scribd.com/document/377785677/Course-Outline,methods transport engineering,2026-09-19 06:57:26
379444071,Civil Engineering ME Program Structure,https://www.scribd.com/document/379444071/Information-Valid-for-Students-Commencing-2018-Queensland,methods transport engineering,2026-09-19 06:57:26
382083302,Logistic Plan for Material Transport,https://www.scribd.com/document/382083302/Logistic-Plan,methods transport engineering,2026-09-19 06:57:26
384885219,Nautical Engineering Concepts and Practices,https://www.scribd.com/document/384885219/Nautical-Engineering,methods transport engineering,2026-09-19 06:57:26
387607399,Transport Phenomena: Unified Approach Vol. 1,https://www.scribd.com/document/387607399/Transport-Phenomena-a-Harry-c-79355061,methods transport engineering,2026-09-19 06:57:26
390018171,Comprehensive Civil Engineering Guide,https://www.scribd.com/document/390018171/Civil-Engineering-pdf,methods transport engineering,2026-09-19 06:57:26
393166161,Traffic Engineering Syllabus in Gujarati,https://www.scribd.com/document/393166161/2170613,methods transport engineering,2026-09-19 06:57:26
397311209,Railway Management and Engineering Overview,https://www.scribd.com/document/397311209/Railway-management-engineering,methods transport engineering,2026-09-19 06:57:26
398410659,4 Reasons to Pursue Transport Engineering,https://www.scribd.com/document/398410659/Why-Transport-Engineering,methods transport engineering,2026-09-19 06:57:26
398461989,Bridge Engineering Exam Paper - Jan 2019,https://www.scribd.com/document/398461989/Bridge-Engineering-Final-Examination-Paper,methods transport engineering,2026-09-19 06:57:26
401180540,Advantages of Air Transportation,https://www.scribd.com/document/401180540/2-Air-Transportation-Engineering-and-Assignment-1,methods transport engineering,2026-09-19 06:57:26
405464344,Interphase Transport in Isothermal Systems,https://www.scribd.com/document/405464344/275486209-Transport-Phenomena,methods transport engineering,2026-09-19 06:57:26
405731940,Transportation Risk Analysis MOOC Syllabus,https://www.scribd.com/document/405731940/Transportation-Risk-Analysis-MOOC-Syllabus-Revised,methods transport engineering,2026-09-19 06:57:26
408510819,MSc Civil Engineering Specializations at NUS,https://www.scribd.com/document/408510819/MScCE-AY20182019-pdf,methods transport engineering,2026-09-19 06:57:26
409802584,Transportation Engineering Course Overview,https://www.scribd.com/document/409802584/course-syllabus-Transportation-docx,methods transport engineering,2026-09-19 06:57:26
414265332,Bridge Engineering Fundamentals Guide,https://www.scribd.com/document/414265332/Bridge-Engineering-JSA,methods transport engineering,2026-09-19 06:57:26
414738107,Marine Engineering Project Topics,https://www.scribd.com/document/414738107/Marine-Engineering-Project-Topics-and-Materials,methods transport engineering,2026-09-19 06:57:26
423617889,Traffic Engineering Course Overview,https://www.scribd.com/document/423617889/Traffic-Engineering,methods transport engineering,2026-09-19 06:57:26
425538002,Site Engineer Role and Responsibilities,https://www.scribd.com/document/425538002/Site-Engineer-pdf,methods transport engineering,2026-09-19 06:57:26
434547627,Pursuing MSc in Automotive Engineering,https://www.scribd.com/document/434547627/GODSON-PETER-SOP-AUTOMOTIVE-ENGINEERING-docx,methods transport engineering,2026-09-19 06:57:26
437119707,Fundamentals of Transportation Engineering,https://www.scribd.com/document/437119707/Fundamentals-of-Transportation-Engineering-1,methods transport engineering,2026-09-19 06:57:26
439541356,Essential Civil Engineering Books List,https://www.scribd.com/document/439541356/List-of-Essential-Books-for-Civil-Engineering,methods transport engineering,2026-09-19 06:57:26
451333526,Introduction to Transportation Engineering,https://www.scribd.com/document/451333526/TRANSPORTATION-AND-HIGHWAY-ENGINEERING,methods transport engineering,2026-09-19 06:57:26
452872574,"Railway, Bridge & Tunnel Engineering Course",https://www.scribd.com/document/452872574/2160603-RBTE-pdf,methods transport engineering,2026-09-19 06:57:26
454568650,Fabrication Methods Engineer Role Overview,https://www.scribd.com/document/454568650/Fabrication-Methods-Engineer,methods transport engineering,2026-09-19 06:57:26
455709147,Transportation Engineering I Overview,https://www.scribd.com/document/455709147/CE308-Transportation-engineering-I-pdf,methods transport engineering,2026-09-19 06:57:26
458946736,Highway Engineering Exam Questions 2017,https://www.scribd.com/document/458946736/ECE-2412-HIGHWAY-ENGINEERING-II,methods transport engineering,2026-09-19 06:57:26
460287846,Traffic Engineering Course Overview,https://www.scribd.com/document/460287846/2170613-syllabus,methods transport engineering,2026-09-19 06:57:26
470138266,P.G. Diploma in Pipeline Engineering Syllabus,https://www.scribd.com/document/470138266/pipeline-engineering-syllabus-pdf,methods transport engineering,2026-09-19 06:57:26
470898519,Traffic Engineering and Systems Module,https://www.scribd.com/document/470898519/UBGMTW-20-M-Traffic-Engineering-and-Transport-Systems,methods transport engineering,2026-09-19 06:57:26
474628922,Rigging Engineering Fundamentals Course,https://www.scribd.com/document/474628922/Rigging-Courses,methods transport engineering,2026-09-19 06:57:26
475381915,Transportation Engineering II Overview,https://www.scribd.com/document/475381915/Transportation-Engineering-II,methods transport engineering,2026-09-19 06:57:26
481295099,Transportation Engineering II Syllabus,https://www.scribd.com/document/481295099/Transportation-Engineering-II-pdf,methods transport engineering,2026-09-19 06:57:26
481496043,"Railways, Airports & Waterways Overview",https://www.scribd.com/document/481496043/RCE076-Railways-Airports-Water-Ways-docx,methods transport engineering,2026-09-19 06:57:26
481616253,Transportation Planning & Engineering Course,https://www.scribd.com/document/481616253/12-TRANSPORTATION-ENGINEERING-CH,methods transport engineering,2026-09-19 06:57:26
482083168,Intelligent Transport System Overview,https://www.scribd.com/document/482083168/Intelligent-Transport-System,methods transport engineering,2026-09-19 06:57:26
483844446,CE-421 Transportation Engineering Course Outline,https://www.scribd.com/document/483844446/obe-reports-hec-report-section-outline-1,methods transport engineering,2026-09-19 06:57:26
485604932,Railway Engineering Course Overview,https://www.scribd.com/document/485604932/Railway-Engineering,methods transport engineering,2026-09-19 06:57:26
485609213,Transportation Engineering II Syllabus,https://www.scribd.com/document/485609213/Transportation-Engineering-II-pdf,methods transport engineering,2026-09-19 06:57:26
489914587,LEAP Engine Transport Specifications,https://www.scribd.com/document/489914587/LEAP-Engines-Transportation-Guide-V2-0-pdf-extract,methods transport engineering,2026-09-19 06:57:26
492581947,Traffic Engineering Exam Insights,https://www.scribd.com/document/492581947/TRAFFIC-ENGINEERING-MIDTERM-SOLUTIONS-CA%C4%9EDA%C5%9E-ESMER-donu%C5%9Fturuldu,methods transport engineering,2026-09-19 06:57:26
496618541,Transportation Engineering Project Topics,https://www.scribd.com/document/496618541/List-of-M-Tech-Project-Works,methods transport engineering,2026-09-19 06:57:26
497256517,Urban Transportation Planning Course Outline,https://www.scribd.com/document/497256517/3160608,methods transport engineering,2026-09-19 06:57:26
509773262,Transportation Engineering II Overview,https://www.scribd.com/document/509773262/Transportation-Engineering-II,methods transport engineering,2026-09-19 06:57:26
512932427,Diploma Civil Engineering Syllabus 299,https://www.scribd.com/document/512932427/CIVIL-DIPLOMA-STD,methods transport engineering,2026-09-19 06:57:26
514183303,Rainwater Harvesting Techniques,https://www.scribd.com/document/514183303/Methods-of-Rainwater-Harvesting-Components-Transport-and-Storage-07,methods transport engineering,2026-09-19 06:57:26
531668096,Testing Methods for Self Compacting Concrete,https://www.scribd.com/document/531668096/Methods-of-Testing-Self-Compacting-Concrete-Workability,methods transport engineering,2026-09-19 06:57:26
536383685,Bridge Engineering Course Syllabus,https://www.scribd.com/document/536383685/Bridge-Engineering-Syllabus-2021-September,methods transport engineering,2026-09-19 06:57:26
539322003,Renewable Energy Engineering Study Plan,https://www.scribd.com/document/539322003/ME-Renewable-Energy-Engineering-Civil-2020,methods transport engineering,2026-09-19 06:57:26
542183110,Sustainable Transport Planning Strategies,https://www.scribd.com/document/542183110/essay-on-Sustainabilty-of-transport-planing,methods transport engineering,2026-09-19 06:57:26
544313891,Overview of Transport Methods and Rates,https://www.scribd.com/document/544313891/Methods-of-Transport,methods transport engineering,2026-09-19 06:57:26
54622430,Mechanical Engineering Course Schedule,https://www.scribd.com/document/54622430/Mechanical-Engineering-Block-Diagram,methods transport engineering,2026-09-19 06:57:26
548711675,Transport Management and Laws Overview,https://www.scribd.com/document/548711675/2170205,methods transport engineering,2026-09-19 06:57:26
584360754,Heavy Loads Transport Safety Checklist,https://www.scribd.com/document/584360754/FC-4-1-28-Heavy-Loads-Checklist-Form,methods transport engineering,2026-09-19 06:57:26
60460396,MSc in Transport Planning and Engineering,https://www.scribd.com/document/60460396/Transport-Planning-and-Engineering-ENU,methods transport engineering,2026-09-19 06:57:26
611121432,Railway and Airport Engineering Course,https://www.scribd.com/document/611121432/Railway-Airport-Harbour-Engineering-TY-BTech-Part-II,methods transport engineering,2026-09-19 06:57:26
621244373,Highway Engineering Exam Questions 2022,https://www.scribd.com/document/621244373/HIGHWAY-ENGINEERING-FEB-MAR-2022,methods transport engineering,2026-09-19 06:57:26
62485353,Railway Infrastructure Engineering Overview,https://www.scribd.com/document/62485353,methods transport engineering,2026-09-19 06:57:26
660666249,Concrete Transportation Methods Explained,https://www.scribd.com/document/660666249/Methods-of-Transportation-of-Concrete-Dumpers-Trucks-Belt-Conveyors-Monorail-Tremie,methods transport engineering,2026-09-19 06:57:26
668863483,Transportation Engineering Computation Module,https://www.scribd.com/document/668863483/Computation-for-Transportation-Engineering,methods transport engineering,2026-09-19 06:57:26
683888565,MSc in Air Transport Management Overview,https://www.scribd.com/document/683888565/Master-of-Science-in-Air-Transport-Management,methods transport engineering,2026-09-19 06:57:26
691200266,Overview of Transportation Engineering,https://www.scribd.com/document/691200266/Transportation-engineering,methods transport engineering,2026-09-19 06:57:26
718300976,Transportation Engineering Course Overview,https://www.scribd.com/document/718300976/Transportation-Engineering-II-Lec-1,methods transport engineering,2026-09-19 06:57:26
737194075,Transport Worthiness Tests for Boxes,https://www.scribd.com/document/737194075/Transport-worthiness-test-for-CFB,methods transport engineering,2026-09-19 06:57:26
756542971,NPTEL Transportation Engineering Overview,https://www.scribd.com/document/756542971/Nptel-Transportation-Engineering-2,methods transport engineering,2026-09-19 06:57:26
77650395,Thames Tunnel Transport Strategy Overview,https://www.scribd.com/document/77650395/A1-Board-Transport-WEB,methods transport engineering,2026-09-19 06:57:26
818098746,Project Delivery Methods Seminar for Engineers,https://www.scribd.com/document/818098746/project-delivery-methods-transportation-engineers-owners,methods transport engineering,2026-09-19 06:57:26
852308865,Transportation Engineering Exam Guide,https://www.scribd.com/document/852308865/1719057351201-Transportation-Engineering,methods transport engineering,2026-09-19 06:57:26
877008581,Transportation Engineering Exam Paper 2023,https://www.scribd.com/document/877008581/Transportation-engineering,methods transport engineering,2026-09-19 06:57:26
88406198,Transport Properties & Navier-Stokes Analysis,https://www.scribd.com/document/88406198/3005-G016-Transport-Processes-Problem-Sheet-2012,methods transport engineering,2026-09-19 06:57:26
895358872,Transportation Engineering Syllabus,https://www.scribd.com/document/895358872/Transportational-Engineering-Syllabus,methods transport engineering,2026-09-19 06:57:26
936143458,London Transport Guide: Oyster Card Tips,https://www.scribd.com/document/936143458/London-Transport-Guide-S16,methods transport engineering,2026-09-19 06:57:26
953545079,Transport Network Design Methods Explained,https://www.scribd.com/document/953545079/Transportation-Design-Methods,methods transport engineering,2026-09-19 06:57:26
996762222,RTO AMVI New Pre Mains Syllabus,https://www.scribd.com/document/996762222/RTO-AMVI-New-Pre-Mains-Syllabus,methods transport engineering,2026-09-19 06:57:26
997244411,Syllabus of Civil Engineering (BCE) of IOE - Engineering Old,https://www.scribd.com/document/997244411/Syllabus-of-Civil-Engineering-BCE-of-IOE-Engineering-Old,methods transport engineering,2026-09-19 06:57:26
1000740086,CPMAI Domain I Cheat Sheet PMforAll,https://www.scribd.com/document/1000740086/CPMAI-Domain-I-Cheat-Sheet-PMforAll,artificial intelligence 2025,2026-09-19 07:01:42
1012724556,Assignment 1 - Robotics & Artificial Intelligence,https://www.scribd.com/document/1012724556/Assignment-1-Robotics-Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
1015710155,Class Xii Artificial Intelligence 2025-26 Syllabus,https://www.scribd.com/document/1015710155/Class-Xii-Artificial-Intelligence-2025-26-Syllabus,artificial intelligence 2025,2026-09-19 07:01:42
1016221586,Artificial Intelligence (Pgcp–Ai),https://www.scribd.com/document/1016221586/Artificial-Intelligence-Pgcp-Ai,artificial intelligence 2025,2026-09-19 07:01:42
1034770022,Artificial Intelligence and Employee Well-Being: Implications For Workforce Management,https://www.scribd.com/document/1034770022/Artificial-Intelligence-and-Employee-Well-Being-Implications-for-Workforce-Management,artificial intelligence 2025,2026-09-19 07:01:42
1037685622,01 Artificial Intelligence,https://www.scribd.com/document/1037685622/01-Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
1037742389,01 Artificial Intelligence,https://www.scribd.com/document/1037742389/01-artificial-intelligence,artificial intelligence 2025,2026-09-19 07:01:42
1039725292,Report4 Artificial Intelligence,https://www.scribd.com/document/1039725292/Report4-Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
1042037279,Bits f327 Artificial Intelligence For Robotics Handout,https://www.scribd.com/document/1042037279/Bits-f327-Artificial-Intelligence-for-Robotics-Handout,artificial intelligence 2025,2026-09-19 07:01:42
1042156000,Artificial Intelligence Is Not The End of Physicians - Jama,https://www.scribd.com/document/1042156000/Artificial-intelligence-is-not-the-end-of-physicians-jama,artificial intelligence 2025,2026-09-19 07:01:42
1049042461,artificial_intelligence_in_education,https://www.scribd.com/document/1049042461/artificial-intelligence-in-education,artificial intelligence 2025,2026-09-19 07:01:42
1051275091,The Impact of Artificial Intelligence On Teenagers,https://www.scribd.com/document/1051275091/The-Impact-of-Artificial-Intelligence-on-Teenagers,artificial intelligence 2025,2026-09-19 07:01:42
1051524205,Artificial Intelligence Based On Medical Tactics PDF,https://www.scribd.com/document/1051524205/Artificial-Intelligence-based-on-Medical-Tactics-pdf,artificial intelligence 2025,2026-09-19 07:01:42
1062682220,Humane Artificial Intelligence,https://www.scribd.com/document/1062682220/Humane-Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
1064418640,Be Artificial Intelligence and Data Science Semester 7 2025 November Machine Learning ML 2019 Pattern,https://www.scribd.com/document/1064418640/Be-Artificial-Intelligence-and-Data-Science-Semester-7-2025-November-Machine-Learning-Ml-2019-Pattern,artificial intelligence 2025,2026-09-19 07:01:42
1068101133,Artificial Intelligence Course,https://www.scribd.com/document/1068101133/Artificial-Intelligence-Course,artificial intelligence 2025,2026-09-19 07:01:42
1076355045,Artificial Intelligence 2025,https://www.scribd.com/document/1076355045/Artificial-Intelligence-2025,artificial intelligence 2025,2026-09-19 07:01:42
472332976,AI's Influence on Macroeconomics: A Case Study,https://www.scribd.com/document/472332976/Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
487926426,Impact of AI on Jobs and Economy,https://www.scribd.com/document/487926426/artificial-intelligence-ai,artificial intelligence 2025,2026-09-19 07:01:42
518330266,VW Group's AI-Driven Strategy 2025,https://www.scribd.com/document/518330266/3-done,artificial intelligence 2025,2026-09-19 07:01:42
559533580,Class 10 AI Syllabus 2025-26,https://www.scribd.com/document/559533580/ARTIFICIAL-INTELLIGENCE,artificial intelligence 2025,2026-09-19 07:01:42
617046494,"AI's Role: Augmentation, Not Replacement",https://www.scribd.com/document/617046494/Argumentative-Essay,artificial intelligence 2025,2026-09-19 07:01:42
664699763,M1220 IT Master’s Course Structure,https://www.scribd.com/document/664699763/M1220-Master-of-Information-Technology-in-Artificial-Intelligence-and-Data-Science-S2-2023,artificial intelligence 2025,2026-09-19 07:01:42
789257944,AI Integration in Nursing Education,https://www.scribd.com/document/789257944/Artificial-Intelligence-in-Nursing-2,artificial intelligence 2025,2026-09-19 07:01:42
817359493,Generative AI in Chemistry Education,https://www.scribd.com/document/817359493/Virtual-Special-Issue-Call-for-Papers-Investigating-the-Uses-and-Impacts-of-Generative-Artificial-Intelligence-in-Chemistry-Education-2023-American-Ch,artificial intelligence 2025,2026-09-19 07:01:42
820986843,CSEAI 2025 Conference Call for Papers,https://www.scribd.com/document/820986843/3rd-International-Conference-on-Computer-Science-Engineering-and-Artificial-Intelligence-CSEAI-2025,artificial intelligence 2025,2026-09-19 07:01:42
821012420,ARIN 2025: AI Conference in Sydney,https://www.scribd.com/document/821012420/11th-International-Conference-on-Artificial-Intelligence-ARIN-2025,artificial intelligence 2025,2026-09-19 07:01:42
822732253,AI in Agriculture MOOC: Feb 2025,https://www.scribd.com/document/822732253/MOOC-on-Artificial-Intelligence-FEB2025,artificial intelligence 2025,2026-09-19 07:01:42
823833378,CSEAI 2025 Conference Overview,https://www.scribd.com/document/823833378/3rd-International-Conference-on-Computer-Science-Engineering-and-Artificial-Intelligence-CSEAI-2025,artificial intelligence 2025,2026-09-19 07:01:42
825584597,CESUR Mining Offers $10 Login Bonus,https://www.scribd.com/document/825584597/Artificial-Intelligence-Cloud-Mining-Platform-CESUR-Mining-Offers-New-Users-a-Limited-Time-10-Login-Mining-Reward,artificial intelligence 2025,2026-09-19 07:01:42
826605836,SAI 2025: AI & Soft Computing Conference,https://www.scribd.com/document/826605836/14th-International-Conference-on-Soft-Computing-Artificial-Intelligence-and-Applications-SAI-2025,artificial intelligence 2025,2026-09-19 07:01:42
827630368,AIAPP 2025 Conference Call for Papers,https://www.scribd.com/document/827630368/CFP-12th-International-Conference-on-Artificial-Intelligence-and-Applications-AIAPP-2025,artificial intelligence 2025,2026-09-19 07:01:42
841368131,SAIM 2025: AI & Machine Learning Conference,https://www.scribd.com/document/841368131/CFP-6th-International-Conference-on-Soft-Computing-Artificial-Intelligence-and-Machine-Learning-SAIM-2025,artificial intelligence 2025,2026-09-19 07:01:42
846152472,AI Overview and Future Trends 2025,https://www.scribd.com/document/846152472/Artificial-Intelligence-2025,artificial intelligence 2025,2026-09-19 07:01:42
846165303,AIFU 2025: AI Applications Conference,https://www.scribd.com/document/846165303/11th-International-Conference-on-Artificial-Intelligence-and-Applications-AIFU-2025,artificial intelligence 2025,2026-09-19 07:01:42
846239181,Artificial Intelligence (AI) Strategy For Students,https://www.scribd.com/document/846239181/Artificial-Intelligence-AI-Strategy-for-Students,artificial intelligence 2025,2026-09-19 07:01:42
847456522,HKU AI Literacy Course Overview,https://www.scribd.com/document/847456522/2-notes,artificial intelligence 2025,2026-09-19 07:01:42
848695844,AI Foundations Tutorial Sheet 2024,https://www.scribd.com/document/848695844/Artificial-Intelligence-Tutorial-1,artificial intelligence 2025,2026-09-19 07:01:42
850165392,Artificial Intelligence in Medical Writing,https://www.scribd.com/document/850165392/Artificial-intelligence-in-medical-writing,artificial intelligence 2025,2026-09-19 07:01:42
852609230,AIAD 2025: Call for Papers,https://www.scribd.com/document/852609230/4th-International-Conference-on-Artificial-Intelligence-Advances-AIAD-2025,artificial intelligence 2025,2026-09-19 07:01:42
852625889,ArIT 2025: Advances in AI Techniques,https://www.scribd.com/document/852625889/6th-International-Conference-on-Advances-in-Artificial-Intelligence-Techniques-ArIT-2025,artificial intelligence 2025,2026-09-19 07:01:42
853859365,CISO MindMap 2025 Overview,https://www.scribd.com/document/853859365/CISO-MindMap-2025,artificial intelligence 2025,2026-09-19 07:01:42
857998452,AISC 2025: AI & Soft Computing Conference,https://www.scribd.com/document/857998452/13th-International-Conference-on-Artificial-Intelligence-Soft-Computing-AISC-2025,artificial intelligence 2025,2026-09-19 07:01:42
858490375,AI Transforming Education: Benefits & Challenges,https://www.scribd.com/document/858490375/Artificial-Intelligence-in-Education,artificial intelligence 2025,2026-09-19 07:01:42
860600863,IBM SkillsBuild PBL Program 2025,https://www.scribd.com/document/860600863/IBM-PBL-Program-2025,artificial intelligence 2025,2026-09-19 07:01:42
860949678,AI Introduction Class Notes,https://www.scribd.com/document/860949678/Class-Notes-Introduction-to-Artificial-Intelligence-AI,artificial intelligence 2025,2026-09-19 07:01:42
861299997,International Bachelor in AI at PSL,https://www.scribd.com/document/861299997/plaquette-bsai-psl-2025,artificial intelligence 2025,2026-09-19 07:01:42
863527506,Touchpad AI Class 11 Overview,https://www.scribd.com/document/863527506/Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
864405966,Master's in AI for Science Application,https://www.scribd.com/document/864405966/A,artificial intelligence 2025,2026-09-19 07:01:42
864876565,AI for Business Course Syllabus,https://www.scribd.com/document/864876565/ARTIFICIAL-INTELLIGENCE-FOR-BUSINESS,artificial intelligence 2025,2026-09-19 07:01:42
866450325,GCUF BS Artificial Intelligence Results,https://www.scribd.com/document/866450325/Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
871199065,AIAD 2025 Conference Overview,https://www.scribd.com/document/871199065/4th-International-Conference-on-Artificial-Intelligence-Advances-AIAD-2025,artificial intelligence 2025,2026-09-19 07:01:42
877204582,Emerging Trends in Artificial Intelligence,https://www.scribd.com/document/877204582/Emerging-Trends-in-Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
886970906,Deep Learning in Wafer Defect Detection,https://www.scribd.com/document/886970906/Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
889114759,AI Usage Policy for Organization Science,https://www.scribd.com/document/889114759/Organization-Science-Policy-June-2025,artificial intelligence 2025,2026-09-19 07:01:42
890622370,AI Tools Impact on Grade 12 Academic Performance,https://www.scribd.com/document/890622370/Utilization-of-Artificial-Intelligence-Tools-and-Its-Influence-on-the-Academic-Performance-of-Grade-12-Students-at-Mallig-Plains-National-High-School,artificial intelligence 2025,2026-09-19 07:01:42
891462326,NLAI 2025 Conference Overview,https://www.scribd.com/document/891462326/6th-International-Conference-on-NLP-Artificial-Intelligence-Techniques-NLAI-2025,artificial intelligence 2025,2026-09-19 07:01:42
893559672,Artificial Intelligence in 2025,https://www.scribd.com/document/893559672/1-Artificial-Intelligence-in-2025,artificial intelligence 2025,2026-09-19 07:01:42
894426005,CAIML 2025 Conference Details,https://www.scribd.com/document/894426005/6th-International-Conference-on-Artificial-Intelligence-and-Machine-Learning-CAIML-2025,artificial intelligence 2025,2026-09-19 07:01:42
896287297,SIDAVES Newsletter: June 2025 Edition,https://www.scribd.com/document/896287297/SIDAVES-Newsletter-5,artificial intelligence 2025,2026-09-19 07:01:42
896347979,Basics of AI Course in Biomedical Engineering,https://www.scribd.com/document/896347979/Basics-of-Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
897432211,Generative AI Use Declaration Form,https://www.scribd.com/document/897432211/Declaration-of-Using-Generative-Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
900662989,ARIA 2025: AI & Applications Conference,https://www.scribd.com/document/900662989/12th-International-Conference-on-Artificial-Intelligence-Applications-ARIA-2025,artificial intelligence 2025,2026-09-19 07:01:42
902197390,Ujian Akhir AI di BINUS 2025,https://www.scribd.com/document/902197390/2802557592-TMEA-COSC6012038-FoundationsofArtificialIntelligence-Question,artificial intelligence 2025,2026-09-19 07:01:42
903451750,IC-CGU 2025 Conference Overview,https://www.scribd.com/document/903451750/IC-CGU-2025-Edition-2,artificial intelligence 2025,2026-09-19 07:01:42
903766171,AI Trends and Impacts in 2025,https://www.scribd.com/document/903766171/Artificial-Intelligence-Advancement,artificial intelligence 2025,2026-09-19 07:01:42
906102835,CST401 AI Exam Questions and Topics,https://www.scribd.com/document/906102835/Cst401-Artificial-Intelligence-April-2025,artificial intelligence 2025,2026-09-19 07:01:42
907123164,Introduction to Artificial Intelligence,https://www.scribd.com/document/907123164/Introduction-to-Artificial-Intelligence-AI,artificial intelligence 2025,2026-09-19 07:01:42
908743492,AI Landscape and Future in 2025,https://www.scribd.com/document/908743492/Artificial-Intelligence-in-2025-Breakthroughs-Impact-and-Challenges,artificial intelligence 2025,2026-09-19 07:01:42
910167050,BCAI501 Artificial Intelligence Exam Paper,https://www.scribd.com/document/910167050/Bcai501-Artificial-Intelligence,artificial intelligence 2025,2026-09-19 07:01:42
915258529,Pelatihan AI untuk ASN Banten 2025,https://www.scribd.com/document/915258529/20250825154502surat-Perintah-Tugas-Artificial-Intelligence-Ai-2025,artificial intelligence 2025,2026-09-19 07:01:42
